raw_time,name,text,time,time_difference,actual_time,debate
07:06,Julian Castro,"Well that it’s much more than that because what we see, and this was a good example, the other day of the Department of Justice not going after Officer Pantaleo that … Officer Pantaleo used a chokehold that was prohibited by NYPD. He did that for seven seconds. 11 different times, Eric Garner said that he couldn’t breathe. He knew what he was doing, that he was killing Eric Garner, and yet he has not been brought to justice. That police officer should be off the street.",0 days 00:07:06.000000000,0 days 00:00:28.000000000,0 days 01:02:32.000000000,second_2
07:34,Jake Tapper,"Mayor de Blasio? Mayor de Blasio, why is that police officer still on the force, the one who killed Eric Gardner? Please respond.",0 days 00:07:34.000000000,0 days 00:00:11.000000000,0 days 01:03:00.000000000,second_2
07:45,Bill de Blasio,"Let me tell you. I know the Garner family. They’ve gone through extraordinary pain. They are waiting for justice, and they’re going to get justice. There’s finally going to be justice. I have confidence in that, in the next 30 days in New York. You know why? Because for the first time, we are not waiting on the federal justice department, which told the city of New York that we could not proceed because the justice department was pursuing their prosecution. And years went by, and a lot of pain accrued.",0 days 00:07:45.000000000,0 days 00:00:29.000000000,0 days 01:03:11.000000000,second_2
08:14,Bill de Blasio,"And in the meantime, what I’m working on is making sure, and I have for five years, there will never be another tragedy, they’ll never be another Eric Garner because we’re changing fundamentally how we police.",0 days 00:08:14.000000000,0 days 00:00:09.000000000,0 days 01:03:40.000000000,second_2
08:23,Jake Tapper,"Thank you, Mayor.",0 days 00:08:23.000000000,0 days 00:00:01.000000000,0 days 01:03:49.000000000,second_2
08:24,Bill de Blasio,"But there’s one last point I have to say about the Justice Department. The Vice President, for two and a half of those years, Mr, Vice President, tell us what did you do to try and spur on the Justice Department-",0 days 00:08:24.000000000,0 days 00:00:12.000000000,0 days 01:03:50.000000000,second_2
08:36,Jake Tapper,"Thank you. Thank you, Mayor.",0 days 00:08:36.000000000,0 days 00:00:01.000000000,0 days 01:04:02.000000000,second_2
08:37,Bill de Blasio,to act in the Garner case?,0 days 00:08:37.000000000,0 days 00:00:01.000000000,0 days 01:04:03.000000000,second_2
08:38,Jake Tapper,"Thank you, Mayor de Blasio. Vice President Biden, you can respond to that.",0 days 00:08:38.000000000,0 days 00:00:04.000000000,0 days 01:04:04.000000000,second_2
08:42,Joe Biden,"We did a lot. Number one, we made sure we reduced the federal prison population by 38,000 people. Number one. Number two, we in fact insisted that we change the rules of police engaging. They had to have … We provided for body cameras. We made sure that there were a lot of things that were changed in the process. But 38,000 people in the federal system were released under the system.",0 days 00:08:42.000000000,0 days 00:00:22.000000000,0 days 01:04:08.000000000,second_2
09:04,Joe Biden,"And so the fact is that there’s a lot we’ve done. But here’s the deal. The fact is that we’re talking about things that occurred a long, long time ago, and now all of a sudden, I find it fascinating. Everybody’s talking about how terrible I am on these issues. Barack Obama knew exactly who I was. He had 10 lawyers do a background check on everything about me on civil rights and civil liberties, and he chose me, and he said it was the best decision he made.",0 days 00:09:04.000000000,0 days 00:00:26.000000000,0 days 01:04:30.000000000,second_2
09:30,Jake Tapper,"Thank you, Mr. Vice President.",0 days 00:09:30.000000000,0 days 00:00:00.000000000,0 days 01:04:56.000000000,second_2
09:30,Joe Biden,crosstalk 00:09:30].,0 days 00:09:30.000000000,0 days 00:00:01.000000000,0 days 01:04:56.000000000,second_2
09:31,Jake Tapper,"Mr. Yang, your response?",0 days 00:09:31.000000000,0 days 00:00:03.000000000,0 days 01:04:57.000000000,second_2
09:34,Andrew Yang,I speak for just about everyone watching when I say I would trust anyone on this stage much more than I would trust our current president on matters of criminal justice. We cannot tear each other down. We have to focus on beating Donald Trump in 2020.,0 days 00:09:34.000000000,0 days 00:00:13.000000000,0 days 01:05:00.000000000,second_2
09:47,Andrew Yang,"I want to share a story that a prison guard, a corrections officer in New Hampshire said to me. He said we should pay people to stay out of jail because we spend so much when they’re behind bars. Right now, we think we’re saving money. We just end up spending the money in much more dark and punitive ways. We should put money directly into people’s hands, certainly, when they come out of prison, but before they go into prison.",0 days 00:09:47.000000000,0 days 00:00:20.000000000,0 days 01:05:13.000000000,second_2
10:07,Jake Tapper,"Thank you, Mr Yang. I want to bring in Senator Gillibrand. You heard earlier, Mayor de Blasio respond to Secretary Castro on the question of why the police officer who killed Eric Gardner is still on the NYPD. Was that response adequate? Please respond.",0 days 00:10:07.000000000,0 days 00:00:15.000000000,0 days 01:05:33.000000000,second_2
10:22,Kirsten Gillibrand,"No. He should be fired. He should be fired now. I sat down with Eric Garner’s mother, and I can tell you when you’ve lost your son, when he begged for breath, when you know because you have a video, when you know he said, “I can’t breathe,” so many times, over and over again, when you know he used an illegal chokehold, that person should be fired. If I was the mayor, I’d fire him, but as President, I would make sure that we had a full investigation, that the report would be made public, and if I wasn’t satisfied, we would have a consent decree.",0 days 00:10:22.000000000,0 days 00:00:37.000000000,0 days 01:05:48.000000000,second_2
10:59,Jake Tapper,"I want to bring in Senator Harris now. Senator Harris, you have also been quite-",0 days 00:10:59.000000000,0 days 00:00:04.000000000,0 days 01:06:25.000000000,second_2
11:03,Jake Tapper,"Senator Harris now, Senator Harris, you have also been quite critical of Vice President Biden’s policies on race. Specifically on the issue of busing in the 1970s, having benefited from busing when you were a young child. Vice President Biden says that your current position on busing, you’re opposed to federally mandated busing, that that position is the same as his position. Is he right?",0 days 00:11:03.000000000,0 days 00:00:25.000000000,0 days 01:06:29.000000000,second_2
11:28,Kamala Harris,"That is simply false and let’s be very clear about this. When Vice President Biden was in the United States Senate working with segregationist to oppose busing, which was the vehicle by which we would integrate America’s public schools, had I been in the United States Senate at that time, I would have been completely on the other side of the aisle. And let’s be clear about this, had those segregationists their way, I would not be a member of the United States Senate. Cory Booker would not be a member of the United States Senate and Barack Obama would not have been in a position to nominate him for the title he now holds.",0 days 00:11:28.000000000,0 days 00:00:35.000000000,0 days 01:06:54.000000000,second_2
12:03,Kamala Harris,"And so, on that issue, we could not be more apart, which is that the vice president has still failed to acknowledge that it was wrong to take the position that he took at that time. Now I would like to also talk about this conversation about Eric Garner because I too met with his mother, and one of the things that we’ve got to be clear about is that this President of the United States, Donald Trump, while he has been in office, has quietly been allowing the United States Department of Justice to shut down consent decrees, to stop pattern and practice investigations on that case.",0 days 00:12:03.000000000,0 days 00:00:35.000000000,0 days 01:07:29.000000000,second_2
12:38,Kamala Harris,"We also know that the [crosstalk 00:12:40] civil rights division, this is important, the civil rights division of the United States Department of Justice said charges should have been filed, but this United States Department of Justice usurped, and I believe it is because that president did not want those charges to go forward and they overrode a decision by the civil rights division of the United States [crosstalk 00:12:58] Department of Justice. Under my administration the civil rights [crosstalk 00:13:01] will reign and there will be independent investigations.",0 days 00:12:38.000000000,0 days 00:00:26.000000000,0 days 01:08:04.000000000,second_2
13:04,Jake Tapper,Vice President Biden I want to give you a chance to respond to what Senator Harris just said.,0 days 00:13:04.000000000,0 days 00:00:03.000000000,0 days 01:08:30.000000000,second_2
13:07,Joe Biden,"When Senator Harris was the Attorney General for eight years in the state of California, there were two of the most segregated school districts in the country. In Los Angeles and in San Francisco. And she did not, I didn’t see a single solitary time she brought a case against them to desegregate them.",0 days 00:13:07.000000000,0 days 00:00:18.000000000,0 days 01:08:33.000000000,second_2
13:25,Joe Biden,"Secondly, she also was in a situation where she had a police department when she was there, that in fact was abusing people’s rights. And the fact was that she in fact was told by her own people that her own staff that she should do something about and disclose to defense attorneys like me, that you in fact have been, the police officer did something that did not give you information that would explicate your client. She didn’t do that. She never did it. And so what happened? Along came a federal judge and said, “Enough, enough,” and he freed [crosstalk 00:13:59] a thousand of these people. If you doubt me, Google a thousand prisoners freed, Kamala Harris.",0 days 00:13:25.000000000,0 days 00:00:40.000000000,0 days 01:08:51.000000000,second_2
